7.030800821,35,6.2,4.1,5.7,7.1,8.3,1
22.9650924,33,6.2,4.1,5.7,7.1,8.3,1
15.93429158,35,6.2,6.2,2.6,4.8,8.3,1
15.93429158,35,5.4,7.6,4.9,2.5,6.7,1
8.410677618,32,3,4.1,8,7.1,3.7,1
8.969199179,42,6.2,6.2,4.1,5.6,6.7,1
8.969199179,42,6.2,6.2,4.1,5.6,6.7,1
120.4435318,28,3.8,5.5,8,4,4.4,1
8.607802875,29,8.6,6.9,2.6,4,7.5,1
4.435318275,30,5.4,5.5,3.3,7.9,8.3,1
67.35112936,40,8.6,4.1,1.8,7.1,6.7,1
20.92813142,23,3,6.9,4.9,4.8,7.5,1
20.92813142,22,5.4,8.4,4.9,3.3,6,1
8.936344969,24,7,6.2,4.1,7.1,9,1
33.57700205,25,9.4,1.2,4.1,5.6,6.7,1
16.39425051,28,8.6,5.5,4.9,4.8,5.2,1
15.34291581,30,5.4,5.5,3.3,4.8,6.7,1
26.4476386,27,5.4,6.9,2.6,5.6,8.3,1
14.71868583,36,5.4,6.9,3.3,3.3,7.5,1
45.37166324,29,7.8,6.2,6.4,7.9,6,1
45.37166324,29,3.8,3.4,5.7,8.7,7.5,1
36.96098563,48,4.6,6.2,4.9,5.6,6.7,1
22.47227926,29,7.8,4.8,5.7,7.1,6,1
59.20328542,25,5.4,4.8,7.2,5.6,5.2,1
59.20328542,25,4.6,4.1,8.7,5.6,2.1,1
12.38603696,36,7.8,6.9,3.3,3.3,7.5,1
24.3449692,36,7.8,2.6,5.7,7.1,5.2,1
11.95893224,29,3.8,1.9,9.5,7.9,3.7,1
3.252566735,35,3,7.6,7.2,4,7.5,1
3.252566735,35,1.4,8.4,8,4.8,6,1
14.58726899,21,8.6,4.1,4.9,5.6,6,1
16.91991786,35,4.6,3.4,4.1,8.7,4.4,1
28.15605749,25,3.8,6.9,6.4,7.1,7.5,1
60.94455852,30.40033257,7,6.2,4.1,2.5,6.7,1
87.68788501,29,7,6.2,4.1,4,9,1
43.4661191,22,3,4.1,8.7,7.1,6,1
22.73511294,34,5.4,5.5,4.9,4.8,4.4,1
22.73511294,34,6.2,6.2,4.9,3.3,2.9,1
22.73511294,34,5.4,5.5,4.9,4.8,4.4,1
22.73511294,34,6.2,6.2,4.9,3.3,2.9,1
13.07597536,21,5.4,7.6,4.9,3.3,2.1,1
7.589322382,22,7,4.8,6.4,4,4.4,1
36.23819302,32,3,7.6,7.2,4.8,2.9,1
19.08829569,36,4.6,7.6,5.7,5.6,8.3,1
4.369609856,30,6.2,3.4,8,3.3,3.7,1
80.98562628,32,3.8,6.2,8,4,6,1
9.100616016,33,7,4.8,4.1,7.1,8.3,1
36.92813142,49,4.6,6.2,4.9,5.6,6.7,1
3.975359343,29,7.8,5.5,5.7,4,5.2,1
3.975359343,29,6.2,6.2,5.7,6.3,2.9,1
3.975359343,29,7,6.2,5.7,4,3.7,1
7.589322382,36,4.6,4.8,7.2,6.3,7.5,1
95.21149897,22,8.6,4.8,4.9,4,6.7,1
41.69199179,21,7.8,5.5,2.6,7.1,9,1
14.9486653,25,8.6,6.2,3.3,6.3,6,1
50.72689938,38,6.2,3.4,7.2,6.3,3.7,1
50.72689938,38,7,5.5,5.7,6.3,6,1
35.28542094,23,10,4.8,4.1,5.6,8.3,1
35.28542094,23,8.6,4.8,4.1,6.3,9,1
35.94250513,38,8.6,3.4,6.4,4,6,1
15.57289528,24,6.2,7.6,3.3,3.3,6.7,1
15.57289528,24,6.2,7.6,3.3,3.3,6.7,1
52.96098563,36,4.6,4.1,8,5.6,6,1
7.819301848,21,4.6,5.5,7.2,3.3,5.2,1
81.83983573,29,3.8,6.9,6.4,5.6,8.3,1
55.72073922,29,7,6.2,4.1,4,4.4,1
4.336755647,26,3.8,4.8,5.7,7.9,2.9,1
18.95687885,36,6.2,4.1,6.4,6.3,5.2,1
18.95687885,36,8.6,2.6,7.2,4.8,4.4,1
53.81519507,30.40033257,4.6,9.1,4.1,4,6,1
90.51334702,22,6.2,5.5,3.3,6.3,6.7,1
40.57494867,29,6.2,4.8,6.4,5.6,5.2,1
59.49897331,23,7,5.5,3.3,6.3,5.2,1
6.603696099,22,7.8,5.5,1,9.4,9,1
44.78028747,36,7.8,4.8,4.9,5.6,9,1
6.669404517,27,6.2,5.5,6.4,4,4.4,1
15.70431211,34,8.6,5.5,4.1,5.6,6.7,0
15.70431211,34,8.6,3.4,4.1,7.1,6,0
15.70431211,34,7.8,4.1,4.1,7.1,6.7,0
59.20328542,25,5.4,4.8,7.2,5.6,5.2,1
59.20328542,25,4.6,4.1,8.7,5.6,2.1,1
17.3798768,24,5.4,6.9,4.9,4,6.7,1
38.86652977,27,5.4,6.9,2.6,5.6,8.3,1
7.950718686,34,7,6.2,7.2,2.5,5.2,1
7.950718686,34,8.6,6.9,5.7,3.3,4.4,1
96.52566735,24,6.2,4.8,7.2,4,6.7,1
86.53798768,23,3.8,6.9,8,1.7,2.1,1
52.862423,38,4.6,5.5,7.2,6.3,7.5,1
17.57700205,25,6.2,6.2,5.7,5.6,7.5,1
17.57700205,25,6.2,7.6,4.1,4.8,9,1
25.06776181,28,6.2,4.8,4.1,4,6.7,1
86.83367556,29,7,5.5,1.8,6.3,6,1
13.10882957,26,6.2,4.1,4.9,6.3,2.9,1
26.18480493,21,4.6,6.9,4.1,5.6,6,1
9.626283368,25,5.4,6.9,5.7,3.3,2.9,1
9.889117043,25,5.4,6.9,5.7,3.3,2.9,1
3.351129363,24,4.6,6.9,5.7,5.6,2.9,1
15.3100616,31,2.2,1,8,8.7,3.7,1
80.06570842,45,3,5.5,10,6.3,2.9,1
16.78850103,21,7,6.9,5.7,4,5.2,1
19.44969199,22,5.4,6.2,4.1,8.7,8.3,1
9.034907598,37,3.8,7.6,4.9,7.1,9,1
18.49691992,32,7.8,6.2,3.3,4,8.3,1
53.19096509,37,7,4.8,5.7,6.3,8.3,1
42.57905544,30,6.2,6.2,5.7,5.6,8.3,1
23.6550308,37,6.2,5.5,5.7,6.3,9,1
41.29774127,22,3.8,1.9,8.7,6.3,4.4,1
41.29774127,22,5.4,2.6,8,7.1,5.2,1
123.3347023,22,4.6,4.8,6.4,7.1,6,1
123.3347023,22,4.6,6.2,6.4,4,6.7,1
13.17453799,28,8.6,6.2,1,5.6,6.7,1
13.17453799,28,7,6.2,2.6,5.6,8.3,1
14.85010267,25,6.2,5.5,5.7,5.6,4.4,1
24.24640657,23,3.8,7.6,7.2,2.5,4.4,1
12.09034908,25,7,4.8,4.9,5.6,6,1
11.49897331,26,4.6,6.2,5.7,4,6,1
11.49897331,26,4.6,5.5,6.4,5.6,5.2,1
27.36755647,30,7,4.8,1.8,8.7,6.7,1
15.54004107,38,6.2,4.1,1.8,8.7,8.3,1
4.960985626,37,9.4,4.1,4.9,4,8.3,1
19.8110883,26,5.4,4.8,8.7,5.6,2.9,1
103.3921971,27,3.8,4.8,9.5,6.3,3.7,1
3.975359343,29,7.8,5.5,5.7,4,5.2,1
3.975359343,29,6.2,6.2,5.7,6.3,2.9,1
